"Air Quality Alert issued in East Tennessee region for Tuesday",https://www.wjhl.com/news/local/air-quality-alert-issued-in-east-tennessee-region-for-tuesday/&ved=2ahUKEwiLyPvpitiFAxVM5MkDHUjYDf04ChDF9AF6BAgAEAI&usg=AOvVaw2vb2QhX3EiugEMYiylOVGn
"AI can help forecast air quality, but freak events like 2023's summer of wildfire smoke require traditional methods too",https://theconversation.com/ai-can-help-forecast-air-quality-but-freak-events-like-2023s-summer-of-wildfire-smoke-require-traditional-methods-too-210170&ved=2ahUKEwiLyPvpitiFAxVM5MkDHUjYDf04ChDF9AF6BAgJEAI&usg=AOvVaw1Gi62A_v1vAgXinCnVGAe_
"West Nashville mulch fire creates breathing issues for dozens",https://www.wsmv.com/2023/07/25/west-nashville-mulch-fire-creates-breathing-issues-dozens/&ved=2ahUKEwiLyPvpitiFAxVM5MkDHUjYDf04ChDF9AF6BAgIEAI&usg=AOvVaw190yanfpV8R3Hz8-t-OxcN
"Here's why Air Quality Alert Days may continue for a while",https://www.newschannel5.com/news/heres-why-air-quality-alert-days-may-continue-for-a-while&ved=2ahUKEwiLyPvpitiFAxVM5MkDHUjYDf04ChDF9AF6BAgHEAI&usg=AOvVaw3fXGxtxoLVFziHxKtpBAOq
"Why is it so hazy in Nashville? Air quality impacted by smoke from Canadian wildfires",https://www.tennessean.com/story/news/local/2023/07/17/hazy-in-nashville-tn-air-quality-canada-wildfires-weather-rain/70419313007/&ved=2ahUKEwiLyPvpitiFAxVM5MkDHUjYDf04ChDF9AF6BAgGEAI&usg=AOvVaw2yu0DR6r5IeV-3XhDY4HYi
"The 25 Best Places to Live in the U.S. for Allergy Sufferers and Asthmatics",https://realestate.usnews.com/real-estate/slideshows/best-places-to-live-in-the-us-for-allergy-sufferers&ved=2ahUKEwiLyPvpitiFAxVM5MkDHUjYDf04ChDF9AF6BAgFEAI&usg=AOvVaw04_I5IkXjyBExg-wz2ee8I
"Canadian wildfire smoke hits East Tennessee",https://www.knoxnews.com/story/weather/2023/06/29/east-tennessee-impacted-by-canadian-wildfire-smoke-heat/70369187007/&ved=2ahUKEwiLyPvpitiFAxVM5MkDHUjYDf04ChDF9AF6BAgBEAI&usg=AOvVaw0yiGuqCzx__bsbd8VT-zUQ
"Why is Nashville air quality so bad? Canadian fires, pollution to blame",https://www.tennessean.com/story/news/health/2023/06/29/bad-air-quality-has-serious-consequences-what-to-know-in-nashville/70326238007/&ved=2ahUKEwiLyPvpitiFAxVM5MkDHUjYDf04ChDF9AF6BAgDEAI&usg=AOvVaw0Wpn9xZtSqeX-7uMGHwOCA
"Chattanooga air quality reaches 'unhealthy' levels as Canada wildfire smoke blows through",https://www.timesfreepress.com/news/2023/jun/29/chattanooga-air-quality-tfp/&ved=2ahUKEwiLyPvpitiFAxVM5MkDHUjYDf04ChDF9AF6BAgCEAI&usg=AOvVaw0mmxag6zAmcPgaCr1DXfqr
"Will incoming storms help clear hazy skies in Kentucky? Here’s the latest forecast",https://www.kentucky.com/news/weather-news/article276868093.html&ved=2ahUKEwiLyPvpitiFAxVM5MkDHUjYDf04ChDF9AF6BAgEEAI&usg=AOvVaw30n5LtXkuRaaJwp-1Wl3yh
"Why EPA's Plan to Address Cross-State Air Pollution is Good News for Tennessee",https://www.sierraclub.org/articles/2024/03/why-epa-s-plan-address-cross-state-air-pollution-good-news-tennessee&ved=2ahUKEwisocrqitiFAxVD4MkDHQ6-A0cQxfQBegQIAhAC&usg=AOvVaw0dzFACfHc0RMCbMDHz7lSi
"Cities Where It's Hardest To Breathe: Where Is Air Quality Worst In The U.S?",https://www.forbes.com/health/medical-supplies/cities-where-its-hardest-to-breathe-2023/&ved=2ahUKEwisocrqitiFAxVD4MkDHQ6-A0cQxfQBegQICRAC&usg=AOvVaw2IwQ1oEse79lu7BzY-kKn4
"Solar energy is on the rise in Tennessee",https://environmentamerica.org/center/articles/solar-energy-is-on-the-rise-in-tennessee/&ved=2ahUKEwisocrqitiFAxVD4MkDHQ6-A0cQxfQBegQIABAC&usg=AOvVaw30SW7sLdd_cc5i42t5X-Mp
"Ennore ammonia gas leak: After residents left gasping for breath, TN pollution control board suspends unit operations",https://indianexpress.com/article/cities/chennai/ennore-ammonia-gas-leak-residents-tn-pollution-control-board-suspends-unit-operations-9085852/&ved=2ahUKEwisocrqitiFAxVD4MkDHQ6-A0cQxfQBegQIBBAC&usg=AOvVaw0kjejvD4i-yOLd4gjjucMB
"'The Air We Breathe:' How the century-old Koppers coal tar plant became, and remains, the small town of Cicero's toxic ...",https://www.muckrock.com/news/archives/2023/dec/06/koppers-hazardous-industrial-polluters-cicero/&ved=2ahUKEwisocrqitiFAxVD4MkDHQ6-A0cQxfQBegQIAxAC&usg=AOvVaw2BzJcei-B-KCVodml3Jxm-
"Is COPD Always Related to Smoking?",https://www.wth.org/blog/is-copd-always-related-to-smoking/&ved=2ahUKEwisocrqitiFAxVD4MkDHQ6-A0cQxfQBegQIBhAC&usg=AOvVaw0LPSWJ2hbgYD5iI5a9jaPE
"Tennessee wildfires, drought cause poor air quality",https://www.knoxnews.com/story/news/local/2023/11/09/why-is-it-so-smoky-in-knoxville-wildfires-cause-poor-air-quality/71515280007/&ved=2ahUKEwisocrqitiFAxVD4MkDHQ6-A0cQxfQBegQIBRAC&usg=AOvVaw0gnMydjZA0xgz2mMDxKhA_
"Memphis Facility Emitting Cancer-Causing Ethylene Oxide Gas to Close",https://blog.ucsusa.org/dminovi/memphis-facility-emitting-cancer-causing-ethylene-oxide-gas-to-close/&ved=2ahUKEwisocrqitiFAxVD4MkDHQ6-A0cQxfQBegQIBxAC&usg=AOvVaw0ka4E06FHMGknXSFIJg3F2
"Poor air quality in Knoxville along with extreme heat this week",https://www.knoxnews.com/story/weather/2023/08/22/poor-air-quality-in-knoxville-along-with-extreme-heat-this-week/70645860007/&ved=2ahUKEwisocrqitiFAxVD4MkDHQ6-A0cQxfQBegQIARAC&usg=AOvVaw00zlsaajLjCK4Jl3IXw3uH
"Air Quality Alert issued in East Tennessee region for Tuesday",https://www.wjhl.com/news/local/air-quality-alert-issued-in-east-tennessee-region-for-tuesday/&ved=2ahUKEwisocrqitiFAxVD4MkDHQ6-A0cQxfQBegQICBAC&usg=AOvVaw3-OiN9sE4uAs0aCTRYtMS9
"Chattanooga air quality reaches 'unhealthy' levels as Canada wildfire smoke blows through",https://www.timesfreepress.com/news/2023/jun/29/chattanooga-air-quality-tfp/&ved=2ahUKEwi4ofPqitiFAxXwG9AFHYYBDio4FBDF9AF6BAgFEAI&usg=AOvVaw3nLuq6z21V232K61mAqE9E
"Wildfire Smoke: Smoky Air Disrupts Life in the Northeast",https://www.nytimes.com/live/2023/06/07/us/canada-wildfires-air-quality-smoke&ved=2ahUKEwi4ofPqitiFAxXwG9AFHYYBDio4FBDF9AF6BAgJEAI&usg=AOvVaw0CPaHDG8HR06QbunmUkuTj
"Canadian wildfire smoke leads multiple states to declare ‘code red’ due to poor air quality",https://www.nbcnews.com/news/us-news/live-blog/poor-air-quality-live-updates-rcna91545&ved=2ahUKEwi4ofPqitiFAxXwG9AFHYYBDio4FBDF9AF6BAgHEAI&usg=AOvVaw2AhPt9LmbqGlq1zj-UNw47
"Poor air quality expected to linger 'the next few days' in the northern U.S.",https://www.nbcnews.com/news/us-news/live-blog/live-updates-air-quality-chicago-reaches-worst-world-rcna91496&ved=2ahUKEwi4ofPqitiFAxXwG9AFHYYBDio4FBDF9AF6BAgGEAI&usg=AOvVaw3DDKZixbKV9p53DEqPbwAK
"Canadian wildfires’ impact on air quality in Tennessee",https://www.wkrn.com/news/local-news/canadian-wildfires-impact-on-air-quality/&ved=2ahUKEwi4ofPqitiFAxXwG9AFHYYBDio4FBDF9AF6BAgIEAI&usg=AOvVaw1TTLoCZC-7Zy8cJhrRV1N3
"Shelby, Crittenden and DeSoto counties issue 'Code Orange' air quality alert for Tuesday",https://www.localmemphis.com/article/weather/memphis-air-quality-statement-code-orange-wildfire-smoke/522-d9fbdfbe-cd49-4d28-affe-b2fc0b426fcf&ved=2ahUKEwi4ofPqitiFAxXwG9AFHYYBDio4FBDF9AF6BAgEEAI&usg=AOvVaw2Zje7j-dgqdHsDdee-BoWr
"Over 100 million warned for ‘unhealthy’ air quality in US as Canadian wildfire smoke peaks Wednesday",https://www.foxweather.com/weather-news/tracker-tracking-pollution-poor-breathing-air-fires&ved=2ahUKEwi4ofPqitiFAxXwG9AFHYYBDio4FBDF9AF6BAgAEAI&usg=AOvVaw3oXQ5rQE__f3HeSKK8iYcN
"Knoxville Air Quality Index at ‘moderate’ health concern Wednesday",https://www.wate.com/news/local-news/knoxville-air-quality-index-at-moderate-health-concern-wednesday/&ved=2ahUKEwi4ofPqitiFAxXwG9AFHYYBDio4FBDF9AF6BAgDEAI&usg=AOvVaw394u91fZv1n8hFHo1GRZ6h
"N.Y.C. has worst air quality in the world due to Canadian wildfires",https://www.nbcnews.com/news/us-news/live-blog/unhealthy-air-quality-canada-wildfires-live-updates-rcna88092&ved=2ahUKEwi4ofPqitiFAxXwG9AFHYYBDio4FBDF9AF6BAgCEAI&usg=AOvVaw3jCrVugXLwjHAt7bud1jSO
"Middle Tennessee air quality 'moderate' amid Canadian wildfire smoke scare",https://fox17.com/news/local/middle-tennessee-air-quality-moderate-amid-canadian-wildfire-smoke-scare&ved=2ahUKEwi4ofPqitiFAxXwG9AFHYYBDio4FBDF9AF6BAgBEAI&usg=AOvVaw3yU95OpzEhrmmSM9wj8FBc
"Why EPA's Plan to Address Cross-State Air Pollution is Good News for Tennessee",https://www.sierraclub.org/articles/2024/03/why-epa-s-plan-address-cross-state-air-pollution-good-news-tennessee&ved=2ahUKEwjosI_ritiFAxUb48kDHaxZAqAQxfQBegQIAhAC&usg=AOvVaw2xbGbxZFSA59HmXReoLsKo
"Cities Where It's Hardest To Breathe: Where Is Air Quality Worst In The U.S?",https://www.forbes.com/health/medical-supplies/cities-where-its-hardest-to-breathe-2023/&ved=2ahUKEwjosI_ritiFAxUb48kDHaxZAqAQxfQBegQICRAC&usg=AOvVaw13IZzD4Z1rZ5-f6z7ykCq7
"Solar energy is on the rise in Tennessee",https://environmentamerica.org/center/articles/solar-energy-is-on-the-rise-in-tennessee/&ved=2ahUKEwjosI_ritiFAxUb48kDHaxZAqAQxfQBegQIAxAC&usg=AOvVaw0ITBDv3w13dmOODCIBaWtZ
"Ennore ammonia gas leak: After residents left gasping for breath, TN pollution control board suspends unit operations",https://indianexpress.com/article/cities/chennai/ennore-ammonia-gas-leak-residents-tn-pollution-control-board-suspends-unit-operations-9085852/&ved=2ahUKEwjosI_ritiFAxUb48kDHaxZAqAQxfQBegQIBBAC&usg=AOvVaw1BDLxqvcuxN4KBzDJMX9Un
"'The Air We Breathe:' How the century-old Koppers coal tar plant became, and remains, the small town of Cicero's toxic ...",https://www.muckrock.com/news/archives/2023/dec/06/koppers-hazardous-industrial-polluters-cicero/&ved=2ahUKEwjosI_ritiFAxUb48kDHaxZAqAQxfQBegQIBhAC&usg=AOvVaw3UcgFEyxCiGOX3nKWFgsYp
"Is COPD Always Related to Smoking?",https://www.wth.org/blog/is-copd-always-related-to-smoking/&ved=2ahUKEwjosI_ritiFAxUb48kDHaxZAqAQxfQBegQIBRAC&usg=AOvVaw0EGHLuklCQLCWbkub2mXXk
"Tennessee wildfires, drought cause poor air quality",https://www.knoxnews.com/story/news/local/2023/11/09/why-is-it-so-smoky-in-knoxville-wildfires-cause-poor-air-quality/71515280007/&ved=2ahUKEwjosI_ritiFAxUb48kDHaxZAqAQxfQBegQICBAC&usg=AOvVaw03Oz9NE4i8YPWxZi92FOUm
"Memphis Facility Emitting Cancer-Causing Ethylene Oxide Gas to Close",https://blog.ucsusa.org/dminovi/memphis-facility-emitting-cancer-causing-ethylene-oxide-gas-to-close/&ved=2ahUKEwjosI_ritiFAxUb48kDHaxZAqAQxfQBegQIBxAC&usg=AOvVaw3AeTLkLmA2i0rC3B_u9IHs
"Poor air quality in Knoxville along with extreme heat this week",https://www.knoxnews.com/story/weather/2023/08/22/poor-air-quality-in-knoxville-along-with-extreme-heat-this-week/70645860007/&ved=2ahUKEwjosI_ritiFAxUb48kDHaxZAqAQxfQBegQIABAC&usg=AOvVaw3BKioNy1u4W9dS08S0uqmQ
"Air Quality Alert issued in East Tennessee region for Tuesday",https://www.wjhl.com/news/local/air-quality-alert-issued-in-east-tennessee-region-for-tuesday/&ved=2ahUKEwjosI_ritiFAxUb48kDHaxZAqAQxfQBegQIARAC&usg=AOvVaw3nXI5_MuBuBQ6D-U4Rz0QE
"Canada's wildfires are impacting Tennessee air quality",https://www.knoxnews.com/story/weather/2023/06/07/canadas-wildfire-smoke-impacting-air-quality-in-tennessee/70299504007/&ved=2ahUKEwjAwbPritiFAxV5LtAFHSIvCuM4HhDF9AF6BAgBEAI&usg=AOvVaw287va5CJHOrNbXHRXsJfdO
"Why you should avoid refueling your car or grilling during unhealthy air quality",https://www.foxweather.com/extreme-weather/why-you-should-avoid-refueling-your-vehicle-when-the-air-quality-is-unhealthy&ved=2ahUKEwjAwbPritiFAxV5LtAFHSIvCuM4HhDF9AF6BAgJEAI&usg=AOvVaw2rzhWXSdwzwZWG7_FHNWK8
"Here's Where Air Quality Will Worsen As New York, Philadelphia And Toronto Are Blanketed In Wildfire Smoke",https://www.forbes.com/sites/brianbushard/2023/06/07/heres-where-air-quality-will-worsen-as-new-york-philadelphia-and-toronto-are-blanketed-in-wildfire-smoke/&ved=2ahUKEwjAwbPritiFAxV5LtAFHSIvCuM4HhDF9AF6BAgGEAI&usg=AOvVaw3p-h0TvYZqiupXhiQWP-Kl
"Code Red: Today's air is unhealthy -- if you enjoy breathing • NC Newsline",https://ncnewsline.com/briefs/code-red-todays-air-is-unhealthy-if-you-enjoy-breathing/&ved=2ahUKEwjAwbPritiFAxV5LtAFHSIvCuM4HhDF9AF6BAgDEAI&usg=AOvVaw3Hjg9kRgnI9k0D6DNTlQmM
"Canadian Wildfires impact air quality in Nashville, Middle Tennessee",https://www.tennessean.com/story/news/local/2023/06/06/nashville-weather-haze-canada-wildfires-air-quality/70294460007/&ved=2ahUKEwjAwbPritiFAxV5LtAFHSIvCuM4HhDF9AF6BAgCEAI&usg=AOvVaw3x0wD2trt9sBxSGt7LCOyf
"The ethylene oxide 'health emergency' in South Memphis",https://www.southernenvironment.org/news/south-memphis-is-bearing-an-ethylene-oxide-health-emergency/&ved=2ahUKEwjAwbPritiFAxV5LtAFHSIvCuM4HhDF9AF6BAgFEAI&usg=AOvVaw0_P4SA1EW7oMxz-GEW6UtW
"Code Orange Ozone Alert issued for parts of Mid-South",https://wreg.com/news/local/air-quality-alert-warning-issued-for-parts-of-the-mid-south/&ved=2ahUKEwjAwbPritiFAxV5LtAFHSIvCuM4HhDF9AF6BAgEEAI&usg=AOvVaw0JNQP49fyryS5MvyG8AzB4
"Opinion: Air pollution is a global problem with local solutions",https://www.tennessean.com/story/opinion/contributors/2023/03/31/opinion-air-pollution-is-a-global-problem-with-local-solutions/70065909007/&ved=2ahUKEwjAwbPritiFAxV5LtAFHSIvCuM4HhDF9AF6BAgHEAI&usg=AOvVaw0E8AeGfid5VCnOva6asyeU
"Stewart Co. elementary parents concerned over school air quality possibly sickening kids",https://fox17.com/news/crisis-in-the-classroom/nashville-middle-tennessee-google-apple-inews-facebook0stewart-co-elementary-parents-concerned-over-school-air-quality-possibly-sickening-kids&ved=2ahUKEwjAwbPritiFAxV5LtAFHSIvCuM4HhDF9AF6BAgIEAI&usg=AOvVaw0tmQoqspsNw5rCFCa9XfiO
"Tennessee residents complain Jack Daniels 'whiskey fungus' is polluting community",https://www.independent.co.uk/news/world/americas/tennessee-jack-daniels-whiskey-fungus-b2290403.html&ved=2ahUKEwjAwbPritiFAxV5LtAFHSIvCuM4HhDF9AF6BAgAEAI&usg=AOvVaw18lFvxYLywfvhNVXz63h6p
"Why EPA's Plan to Address Cross-State Air Pollution is Good News for Tennessee",https://www.sierraclub.org/articles/2024/03/why-epa-s-plan-address-cross-state-air-pollution-good-news-tennessee&ved=2ahUKEwjUqtDritiFAxXdLtAFHWieA0wQxfQBegQIBhAC&usg=AOvVaw0LGOsbQp0yoXcrXSoGIyPH
"Cities Where It's Hardest To Breathe: Where Is Air Quality Worst In The U.S?",https://www.forbes.com/health/medical-supplies/cities-where-its-hardest-to-breathe-2023/&ved=2ahUKEwjUqtDritiFAxXdLtAFHWieA0wQxfQBegQICRAC&usg=AOvVaw0hlPxmpp4F-uwNGtmq1TZL
"Solar energy is on the rise in Tennessee",https://environmentamerica.org/center/articles/solar-energy-is-on-the-rise-in-tennessee/&ved=2ahUKEwjUqtDritiFAxXdLtAFHWieA0wQxfQBegQIAxAC&usg=AOvVaw0pF-O-zetc2NIDCsel9ktc
"Ennore ammonia gas leak: After residents left gasping for breath, TN pollution control board suspends unit operations",https://indianexpress.com/article/cities/chennai/ennore-ammonia-gas-leak-residents-tn-pollution-control-board-suspends-unit-operations-9085852/&ved=2ahUKEwjUqtDritiFAxXdLtAFHWieA0wQxfQBegQIAhAC&usg=AOvVaw0ITflM76DdLQxlM-5CBF_x
"TN Pollution Control Board directs Coromandel International to ensure safety before restarting plant opera",https://m.economictimes.com/industry/indl-goods/svs/chem-/-fertilisers/tn-pollution-control-board-directs-coromandel-international-to-ensure-safety-before-restarting-plant-operations/articleshow/106344973.cms&ved=2ahUKEwjUqtDritiFAxXdLtAFHWieA0wQxfQBegQIABAC&usg=AOvVaw2dw4SFszuJo5iWCwsu62uU
"Everyone you know sick? 9 states, including Tennessee, reach CDC’s highest level for respiratory illness",https://www.wkrn.com/news/national/everyone-you-know-sick-9-states-including-tennessee-reach-cdcs-highest-level-for-respiratory-illness/&ved=2ahUKEwjUqtDritiFAxXdLtAFHWieA0wQxfQBegQIBBAC&usg=AOvVaw2I02nUMxMcIuLpw3oC0T4x
"Tennessee wildfires, drought cause poor air quality",https://www.knoxnews.com/story/news/local/2023/11/09/why-is-it-so-smoky-in-knoxville-wildfires-cause-poor-air-quality/71515280007/&ved=2ahUKEwjUqtDritiFAxXdLtAFHWieA0wQxfQBegQIARAC&usg=AOvVaw13m4gFyzjWTjvQLXflE3WV
"Wildfire triggers air quality warning near Highway 58 and Hickory Valley",https://www.local3news.com/local-news/wildfire-triggers-air-quality-warning-near-highway-58-and-hickory-valley/article_c031b274-747d-11ee-b2bd-e3b19b3f4b3d.html&ved=2ahUKEwjUqtDritiFAxXdLtAFHWieA0wQxfQBegQICBAC&usg=AOvVaw3D4AAMA1LlRrintihrjqm5
"Memphis Facility Emitting Cancer-Causing Ethylene Oxide Gas to Close",https://blog.ucsusa.org/dminovi/memphis-facility-emitting-cancer-causing-ethylene-oxide-gas-to-close/&ved=2ahUKEwjUqtDritiFAxXdLtAFHWieA0wQxfQBegQIBRAC&usg=AOvVaw2j599cAYeVKUjoLc8xQIT3
"Poor air quality in Knoxville along with extreme heat this week",https://www.knoxnews.com/story/weather/2023/08/22/poor-air-quality-in-knoxville-along-with-extreme-heat-this-week/70645860007/&ved=2ahUKEwjUqtDritiFAxXdLtAFHWieA0wQxfQBegQIBxAC&usg=AOvVaw3zClxykMUJGpPvKJI__npM
"Jack Daniel's Fueling Black Whiskey Fungus in Tennessee Community: Residents",https://www.businessinsider.com/jack-daniels-fueling-back-whiskey-fungus-in-tennessee-community-residents-2023-2&ved=2ahUKEwiXrfjritiFAxXz48kDHRVCCmY4KBDF9AF6BAgIEAI&usg=AOvVaw04GhTbHztzAU2wGNFVJqLm
"Bhogi festival leaves TN choking",https://www.newindianexpress.com/states/tamil-nadu/2023/Jan/14/bhogi-festival-leaves-tn-choking-2538059.html&ved=2ahUKEwiXrfjritiFAxXz48kDHRVCCmY4KBDF9AF6BAgJEAI&usg=AOvVaw1bhd72TWiy20t7UteyxfuJ
"Audit cites Tennessee Department of Environment and Conservation for Eastman Chemical pollution • Tennessee ...",https://tennesseelookout.com/2022/12/20/audit-cites-tennessee-department-of-environment-and-conservation-for-eastman-chemical-pollution/&ved=2ahUKEwiXrfjritiFAxXz48kDHRVCCmY4KBDF9AF6BAgGEAI&usg=AOvVaw19TD5Y6AZEnCdgNmWGWWyV
"Monitoring air quality across Appalachia",https://appvoices.org/2022/11/22/monitoring-air-quality-across-appalachia/&ved=2ahUKEwiXrfjritiFAxXz48kDHRVCCmY4KBDF9AF6BAgEEAI&usg=AOvVaw2_d-Z_bmDzBdQ4ivCgYS8w
"Contaminants Found in East Tennessee Springs",https://appvoices.org/2022/11/17/contaminants-tennessee-springs/&ved=2ahUKEwiXrfjritiFAxXz48kDHRVCCmY4KBDF9AF6BAgDEAI&usg=AOvVaw25ICo4VEb_lakpUBEKBEjf
"In South Memphis, residents cope with toxic chemical pollution as EPA investigates • Tennessee Lookout",https://tennesseelookout.com/2022/10/12/in-south-memphis-residents-cope-with-toxic-chemical-pollution-as-epa-investigates/&ved=2ahUKEwiXrfjritiFAxXz48kDHRVCCmY4KBDF9AF6BAgCEAI&usg=AOvVaw15H38offEi0Rft-Lq013U-
"The 20 Most Polluted States in the U.S.",https://www.mentalfloss.com/posts/most-polluted-states-in-america&ved=2ahUKEwiXrfjritiFAxXz48kDHRVCCmY4KBDF9AF6BAgFEAI&usg=AOvVaw3nfmF2B3SVq_lMuQyHEd0S
"The TVA is dumping a mountain of coal ash in Black south Memphis",https://www.washingtonpost.com/climate-environment/2022/08/19/tennessee-valley-authority-memphis-coal/&ved=2ahUKEwiXrfjritiFAxXz48kDHRVCCmY4KBDF9AF6BAgAEAI&usg=AOvVaw029GH_rhGKOks-kj-F2tOi
"Code Orange Air Quality Alert for Middle Tennessee Tuesday",https://www.newschannel5.com/news/code-orange-air-quality-alert-for-middle-tennessee-tuesday&ved=2ahUKEwiXrfjritiFAxXz48kDHRVCCmY4KBDF9AF6BAgBEAI&usg=AOvVaw0zgYIKWuYh1BK_Km2wzRY6
"How citizens can celebrate Earth Day and make the environment healthier for all | Opinion",https://www.tennessean.com/story/opinion/2022/04/22/earth-day-2022-how-citizens-can-make-environment-healthy-all/7395650001/&ved=2ahUKEwiXrfjritiFAxXz48kDHRVCCmY4KBDF9AF6BAgHEAI&usg=AOvVaw0xbNcQL07qMheVPalJDEHp
"Why EPA's Plan to Address Cross-State Air Pollution is Good News for Tennessee",https://www.sierraclub.org/articles/2024/03/why-epa-s-plan-address-cross-state-air-pollution-good-news-tennessee&ved=2ahUKEwje4pHsitiFAxXX38kDHRdmDcgQxfQBegQIBxAC&usg=AOvVaw3N2yeaaYKWWVYuqW4E3epE
"Cities Where It's Hardest To Breathe: Where Is Air Quality Worst In The U.S?",https://www.forbes.com/health/medical-supplies/cities-where-its-hardest-to-breathe-2023/&ved=2ahUKEwje4pHsitiFAxXX38kDHRdmDcgQxfQBegQICRAC&usg=AOvVaw1jjOMfY-CBPttP0NpS_8bt
"Solar energy is on the rise in Tennessee",https://environmentamerica.org/center/articles/solar-energy-is-on-the-rise-in-tennessee/&ved=2ahUKEwje4pHsitiFAxXX38kDHRdmDcgQxfQBegQIARAC&usg=AOvVaw1aCPHW-0atEqxG5i14X598
"Ennore ammonia gas leak: After residents left gasping for breath, TN pollution control board suspends unit operations",https://indianexpress.com/article/cities/chennai/ennore-ammonia-gas-leak-residents-tn-pollution-control-board-suspends-unit-operations-9085852/&ved=2ahUKEwje4pHsitiFAxXX38kDHRdmDcgQxfQBegQIBBAC&usg=AOvVaw0wj1Sh5wgSTA6_39kc_lfp
"TN Pollution Control Board directs Coromandel International to ensure safety before restarting plant opera",https://m.economictimes.com/industry/indl-goods/svs/chem-/-fertilisers/tn-pollution-control-board-directs-coromandel-international-to-ensure-safety-before-restarting-plant-operations/articleshow/106344973.cms&ved=2ahUKEwje4pHsitiFAxXX38kDHRdmDcgQxfQBegQIBhAC&usg=AOvVaw2tRmY9QoXPUHaYWLZ1qzcv
"Everyone you know sick? 9 states, including Tennessee, reach CDC’s highest level for respiratory illness",https://www.wkrn.com/news/national/everyone-you-know-sick-9-states-including-tennessee-reach-cdcs-highest-level-for-respiratory-illness/&ved=2ahUKEwje4pHsitiFAxXX38kDHRdmDcgQxfQBegQICBAC&usg=AOvVaw18K84QaJ-5pZsr3IjwYoUb
"Tennessee wildfires, drought cause poor air quality",https://www.knoxnews.com/story/news/local/2023/11/09/why-is-it-so-smoky-in-knoxville-wildfires-cause-poor-air-quality/71515280007/&ved=2ahUKEwje4pHsitiFAxXX38kDHRdmDcgQxfQBegQIABAC&usg=AOvVaw0s8c2XjgU7uKDOwZkEHqDv
